"Accession_Number","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"X93493.1.1477","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas pantelleriensis"
"X93927.1.1475","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta alkalica"
"X94102.1.1432","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium resinovorum"
"X94196.1.1485","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus thermoaerophilus"
"X94201.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacter","Xanthobacter autotrophicus"
"X94470.1.1431","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas subvibrioides"
"X94965.1.1482","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia schinkii"
"X95071.1.1520","Bacteria","Bacteroidetes","Cytophagia","Order II","Rhodothermaceae","Rhodothermus","Rhodothermus marinus"
"X95421.1.1570","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus lindneri"
"X95483.1.1435","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia mucilaginosa"
"X95817.1.1461","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Natroniella","Natroniella acetigena"
"X95527.1.1511","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Salinivibrio","Salinivibrio costicola"
"X95893.1.1462","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio","Pseudobutyrivibrio ruminis"
"X95922.1.1475","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas populi"
"X95981.1.1334","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Weissella hellenica"
"X96736.1.1471","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 13","Clostridium pascui"
"X96956.1.1469","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium carbinolicum"
"X96963.1.1488","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","Shigella flexneri"
"X97246.1.1423","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga canimorsus"
"X97359.1.1455","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella sp."
"X97432.1.1464","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1","Clostridium vincentii"
"X97883.1.1461","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis alba"
"X97887.1.1463","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis listeri"
"X97891.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microtetraspora","Microtetraspora glauca"
"X95461.1.1487","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga sulfidovorans"
"X98064.1.1463","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Sulfophobococcus","Sulfophobococcus zilligii"
"X95744.1.1544","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Geovibrio","Geovibrio ferrireducens"
"X98372.1.1480","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Rubrobacter radiotolerans"
"X95918.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas albilineans"
"X98527.1.1404","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua"
"X95920.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas fragariae"
"X98597.1.1451","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Halochromatium","Halochromatium salexigens"
"X95978.1.1335","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","Leuconostoc mesenteroides"
"X99048.1.1432","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanothermobacter","Methanothermobacter thermophilus"
"X96725.1.1454","Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermodesulfobacterium","Thermodesulfobacterium hveragerdense"
"X99237.1.1502","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio halophilus"
"X96954.1.1475","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium woodii"
"X99504.1.1503","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio litoralis"
"X96958.1.1459","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium paludosum"
"X99540.47.1454","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas anguilliseptica"
"X96960.1.1459","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium bakii"
"X99562.1.1469","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Ignicoccus","Ignicoccus islandicus"
"X97071.1.1521","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","Leptothrix mobilis"
"X99707.1.1547","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfofustis","Desulfofustis glycolicus"
"X97355.1.1447","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella sp."
"X99980.1.1458","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Thermosyntropha","Thermosyntropha lipolytica"
"X97364.1.1481","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella lytica"
"Y07601.1.1464","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus hyovaginalis"
"X97776.1.1461","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas trueperi"
"Y07837.1.1345","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Prosthecochloris aestuarii"
"X97885.1.1461","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis dassonvillei"
"Y08102.1.1419","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobaculum","Chlorobaculum thiosulfatiphilum"
"X97889.1.1445","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura madurae"
"Y08108.1.1308","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Pelodictyon phaeoclathratiforme"
"X97893.1.1459","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermomonospora","Thermomonospora curvata"
"Y08534.1.1455","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia halophobica"
"X98232.1.1514","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Borrelia","Borrelia burgdorferi (Lyme disease spirochete)"
"Y08539.1.1473","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter limosus"
"X98407.1.1476","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum aeronauticum"
"Y08541.1.1468","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","Nakamurella multipartita"
"X98529.1.1418","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria ivanovii"
"Y08935.1.1446","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermodesulfobiaceae","Coprothermobacter","Coprothermobacter platensis"
"X99046.1.1445","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanothermobacter","Methanothermobacter defluvii"
"Y09045.1.1474","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium lipophiloflavum"
"X99235.1.1506","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfohalobium","Desulfohalobium retbaense"
"Y09504.1.1549","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio indonesiensis"
"X99299.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas campestris"
"Y09638.1.1442","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas mali"
"X99556.1.1432","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Thermosphaera","Thermosphaera aggregans"
"Y09806.1.1477","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium mastitidis"
"X99637.1.1447","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfospira","Desulfospira joergensenii"
"Y09976.1.1481","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Sporomusa","Sporomusa silvacetica"
"X99762.1.1376","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio diabolicus"
"Y10109.1.1443","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","Magnetospirillum gryphiswaldense"
"Y07556.1.1541","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Parachlamydia","Parachlamydia acanthamoebae"
"Y10170.1.1370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium sullae"
"Y07840.1.1480","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XI","Peptoniphilus","Peptoniphilus ivorii"
"Y10678.1.1417","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandaracinobacter","Sandaracinobacter sibiricus"
"Y08105.1.1315","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium phaeovibrioides"
"Y10755.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas vasicola"
"Y08385.1.1299","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus guaymasensis"
"Y10759.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas hortorum"
"Y08536.1.1514","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia asaccharolytica"
"Y10763.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas theicola"
"Y08845.1.1469","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Janthinobacterium agaricidamnosum"
"Y10772.1.1505","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia","Facklamia hominis"
"Y09007.1.1519","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus thoraltensis"
"Y10773.40.1485","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum","Actinobaculum schaalii"
"Y09404.1.1421","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter bizzozeronii"
"Y11150.1.1529","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas graminis"
"Y09571.1.1396","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora spinosporotrichia"
"Y11329.1.1467","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus grandis"
"Y09653.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus scotiae"
"Y11333.1.1470","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiophilus"
"Y09911.1.1476","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Bogoriellaceae","Bogoriella","Bogoriella caseilytica"
"Y11487.1.1428","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae"
"Y10076.1.1387","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium phocae"
"Y11561.1.1433","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum","Sulfurospirillum arcachonense"
"Y10113.1.1359","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium limicola"
"Y10654.1.1466","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium","Chlorobium phaeovibrioides"
"Y10757.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas arboricola"
"Y10761.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas vesicatoria"
"Y10765.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas codiaei"
"Y10824.1.1493","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus metallidurans"
"Y11279.1.1507","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter","Thermoanaerobacter mathranii subsp. mathranii"
"Y11316.1.1450","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiorhodococcus","Thiorhodococcus minor"
"Y11331.1.1466","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus proteolyticus"
"Y11374.1.1517","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus kunkeei"
"Y11552.1.1400","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter heliothermus"
"Y11567.1.1567","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfotomaculum","Desulfotomaculum geothermicum"
"Y11568.1.1495","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Incertae Sedis","Desulfotomaculum guttoideum"
"X95181.1.1463","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa","Desulfocapsa thiozymogenes"
"X95460.1.1491","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga thalassica"
"X95624.1.1458","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica"
"X95917.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas campestris"
"X95919.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas axonopodis"
"X95923.1.1500","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas maltophilia"
"X96497.1.1483","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium coyleae"
"X96787.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas multiresinivorans"
"X96957.1.1469","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium","Acetobacterium malicum"
"X96966.1.1487","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","Shigella dysenteriae"
"X97247.1.1379","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga haemolytica"
"X97363.1.1493","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella sp."
"X97693.1.1454","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium australicum"
"X97884.1.1461","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis prasina"
"X97888.1.1461","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis lucentensis"
"X97892.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Nonomuraea salmonea"
